Region,City,ZipCode,Population,HouseholdSize,IncomeLevel,FoodType,DemandAmount,EmergencyStatus,SeasonalFactor,SupplyType,DistributionPriority
Schaeferchester,South Meaganstad,96408,985192,1,High,Fresh Produce,1000,Weather,Holiday,Perishable,Standard
Randyville,South Brett,45875,412219,3,Low,Fresh Produce,1000,Economic,Normal,Perishable,Medium
Audreyton,Lake Cassandrashire,94393,317990,1,Medium,Dry Goods,1000,None,Normal,Non-Perishable,Standard
Reidborough,South Patriciaport,20451,365553,2,Medium,Fresh Produce,478,None,Normal,Perishable,Standard
North Kevin,Jacquelineberg,81867,669756,4,Medium,Dry Goods,1000,None,BackToSchool,Non-Perishable,Standard
Whitemouth,New Carolyn,01700,617534,3,Medium,Meat/Poultry,1000,Health,Normal,Perishable,Standard
Kristinechester,South Jeremy,86984,575818,5,Medium,Fresh Produce,1000,None,Normal,Perishable,Standard
North Lorettaland,North Monica,25631,232748,4,Medium,Canned Goods,1000,None,Normal,Non-Perishable,Standard
Port Kevinchester,Lake Maryfort,28971,563193,3,Low,Canned Goods,1000,None,Normal,Non-Perishable,Medium
South Elijah,Brownside,45940,445261,4,Low,Meat/Poultry,1000,None,BackToSchool,Perishable,High
West Angelabury,Smithland,04316,655268,3,Low,Dry Goods,1000,None,BackToSchool,Non-Perishable,Medium
Wallaceborough,Lake Thomas,08077,752632,4,Low,Dry Goods,1000,Economic,Normal,Non-Perishable,High
Port Ryan,Johnstonmouth,01516,929374,6,Medium,Canned Goods,1000,None,Normal,Non-Perishable,Standard
Clarkfort,New Gerald,74065,836658,2,Low,Canned Goods,1000,None,Normal,Non-Perishable,Medium
Caseland,Jenniferport,70527,485358,4,Medium,Dry Goods,1000,None,Normal,Non-Perishable,Standard
Michelleville,East Jeremy,90163,513350,1,Low,Dry Goods,494,None,Normal,Non-Perishable,Medium
Harrischester,South Justin,82250,230630,5,High,Fresh Produce,72,None,Normal,Perishable,Standard
Priceberg,Ramirezburgh,47339,980107,3,Low,Dairy,1000,Economic,Normal,Perishable,Medium
Brettberg,Derrickland,80306,210980,4,Medium,Meat/Poultry,274,Weather,Normal,Perishable,Standard
Port Bridget,Lake Nicholasland,08276,631688,5,Low,Meat/Poultry,1000,None,Normal,Perishable,High
Lake Beverlyview,Stephenborough,92387,743000,3,Medium,Meat/Poultry,1000,Health,Holiday,Perishable,Standard
South Ashleyfurt,Port Timothy,68404,506280,1,Medium,Dry Goods,1000,None,Normal,Non-Perishable,Standard
West Nicole,East Lisa,00713,621823,2,Medium,Dairy,1000,Health,Normal,Perishable,Standard
Barkerburgh,Lake Kathleen,07806,877443,4,Medium,Dry Goods,1000,None,Normal,Non-Perishable,Standard
Medinaborough,South Shannon,44178,982077,6,Low,Dry Goods,1000,None,Summer,Non-Perishable,High
West Benjamin,Maryfort,96612,441472,3,Medium,Dry Goods,1000,None,Normal,Non-Perishable,Standard
Reginaldmouth,South Johnny,62832,462953,2,Medium,Canned Goods,1000,Weather,Normal,Non-Perishable,Standard
New John,Brownbury,21162,779961,6,Medium,Canned Goods,1000,Health,Normal,Non-Perishable,Standard
Santostown,Gonzalezmouth,62798,894269,1,High,Dairy,60,Economic,Summer,Perishable,Standard
Larrybury,Justinburgh,31411,825561,4,Medium,Dairy,1000,None,BackToSchool,Perishable,Standard
North Reginafurt,Lopeztown,05092,559693,5,Medium,Canned Goods,1000,None,Normal,Non-Perishable,Standard
Jacksonstad,South Rodney,46887,781050,4,High,Canned Goods,1000,None,Normal,Non-Perishable,Standard
Port Thomas,Lopezton,03749,957310,1,Medium,Fresh Produce,1000,None,Normal,Perishable,Standard
Susanstad,Rogerville,68279,959320,4,Low,Dairy,1000,Health,Normal,Perishable,High
Lake Carrie,Lake Lisa,41474,393952,2,Medium,Dry Goods,1000,Health,Normal,Non-Perishable,Standard
Snyderchester,Gardnerfort,97714,454687,6,High,Dry Goods,264,None,Normal,Non-Perishable,Standard
North Amanda,Timothyton,17406,571061,1,Medium,Dairy,1000,None,Normal,Perishable,Standard
Kathleenmouth,Carolynfort,41472,416504,4,Medium,Canned Goods,400,Health,Summer,Non-Perishable,Standard
East Tammy,Port Danielle,74873,378880,6,Medium,Fresh Produce,1000,None,Normal,Perishable,Standard
Riosmouth,New Brenda,05071,335449,5,Medium,Dry Goods,1000,None,Normal,Non-Perishable,Standard
Ericland,Lake Josephmouth,10346,952938,6,Medium,Dairy,1000,None,Summer,Perishable,Standard
South Tyronetown,South James,47484,379012,3,Medium,Dry Goods,347,Health,Normal,Non-Perishable,Standard
Lake Markshire,West Erinfurt,71453,434878,2,Medium,Dry Goods,1000,Economic,Normal,Non-Perishable,Standard
North Jenniferside,Port Sarastad,85526,712419,3,Medium,Canned Goods,1000,Health,Summer,Non-Perishable,Standard
Port Cheryl,South Ashleyville,69546,371575,1,Low,Dry Goods,1000,Weather,BackToSchool,Non-Perishable,Medium
Port James,Larachester,51348,280904,1,High,Dry Goods,299,None,Normal,Non-Perishable,Standard
Barrettchester,Mendozachester,65695,907832,3,Medium,Dry Goods,1000,Weather,Normal,Non-Perishable,Standard
Lake Erichaven,South Deanna,86217,284280,3,Low,Dry Goods,1000,None,Summer,Non-Perishable,Medium
North Destiny,North Angelaland,10473,668977,4,Low,Canned Goods,1000,Weather,Normal,Non-Perishable,High
Sheilashire,Port Jorge,15678,734093,1,High,Canned Goods,378,None,Summer,Non-Perishable,Standard
South Kevin,North Mary,90264,541877,4,Medium,Canned Goods,613,None,Normal,Non-Perishable,Standard
Port Royville,Williamhaven,76495,244758,5,Low,Dry Goods,1000,Economic,Normal,Non-Perishable,High
Lake Allisonmouth,Brandonland,53897,888470,3,High,Dairy,1000,None,Normal,Perishable,Standard
North Michael,Sandovalville,18129,517586,6,Low,Fresh Produce,1000,Weather,Holiday,Perishable,High
Tammyside,North Brian,47392,994978,3,Medium,Canned Goods,1000,Weather,Holiday,Non-Perishable,Standard
South Briannaton,Port Davidland,91477,811758,5,High,Dry Goods,1000,Weather,Normal,Non-Perishable,Standard
North Leslie,Lake Kellyberg,64828,774582,1,Medium,Dairy,1000,None,BackToSchool,Perishable,Standard
South Jessicastad,Stacychester,13051,252583,1,Medium,Dry Goods,432,None,Summer,Non-Perishable,Standard
Kennedytown,Lake Sierra,46126,511450,3,Low,Dairy,1000,Weather,Holiday,Perishable,Medium
Port Eric,Natalieville,55325,609696,2,Medium,Canned Goods,1000,None,Normal,Non-Perishable,Standard
South Joanna,North Molly,14447,220940,1,Low,Canned Goods,1000,Health,Holiday,Non-Perishable,Medium
North Maxwellbury,North Wayne,94209,679595,3,Low,Fresh Produce,1000,None,Normal,Perishable,Medium
East Eric,West Jorgeview,33591,535983,6,Low,Canned Goods,1000,None,Normal,Non-Perishable,High
Courtneyshire,Greeneland,20507,537990,2,High,Dairy,1000,Weather,Normal,Perishable,Standard
Clementsside,Jordanborough,83598,635158,3,High,Dairy,655,None,BackToSchool,Perishable,Standard
South Arthur,Jasontown,85537,324863,5,Low,Dry Goods,1000,None,BackToSchool,Non-Perishable,High
Lake Robertburgh,Wrightberg,53521,826672,2,Low,Fresh Produce,639,None,Normal,Perishable,Medium
New Davidport,Port Kristibury,34984,215931,1,Medium,Dry Goods,578,None,Normal,Non-Perishable,Standard
Brownland,West Autumnborough,86886,462246,4,Low,Canned Goods,248,Health,Normal,Non-Perishable,High
North Luke,New Michael,76429,267822,5,Medium,Dairy,1000,Weather,Summer,Perishable,Standard
Valeriefort,North Melinda,04788,339598,5,Medium,Meat/Poultry,1000,None,Holiday,Perishable,Standard
East Eduardo,Jaimehaven,68765,806624,4,Low,Meat/Poultry,601,None,Normal,Perishable,High
Johnsonmouth,West Jasminemouth,18448,961509,4,Medium,Canned Goods,1000,None,Holiday,Non-Perishable,Standard
West Jillburgh,Coxchester,79697,821858,4,High,Canned Goods,1000,Economic,Normal,Non-Perishable,Standard
Christensenberg,New Michelleside,20997,534077,4,Low,Meat/Poultry,1000,None,Normal,Perishable,High
New Danielborough,New Robin,77461,351325,6,Low,Fresh Produce,1000,None,Normal,Perishable,High
East Jameschester,Danielburgh,73301,405389,5,Medium,Meat/Poultry,1000,None,Normal,Perishable,Standard
Williamstown,Davismouth,05096,342362,4,High,Dry Goods,966,Health,BackToSchool,Non-Perishable,Standard
Sheilafurt,New Josephland,16592,240193,4,Medium,Dairy,1000,None,Normal,Perishable,Standard
West Walter,Port Randyside,34101,814983,4,Medium,Dry Goods,1000,Weather,Normal,Non-Perishable,Standard
Santiagomouth,Chavezborough,26960,921344,4,Low,Dry Goods,1000,Weather,Normal,Non-Perishable,High
Tammyborough,North Philip,16513,507398,6,Low,Canned Goods,1000,Weather,Holiday,Non-Perishable,High
Smithview,New Markhaven,22295,877921,4,Medium,Canned Goods,1000,None,Normal,Non-Perishable,Standard
New Courtney,Johnsonside,44428,969713,4,Medium,Fresh Produce,1000,Weather,Holiday,Perishable,Standard
Cruzshire,Dawsonville,19201,697889,1,Medium,Fresh Produce,1000,None,Summer,Perishable,Standard
North Michellechester,Robertburgh,99259,765620,5,Low,Canned Goods,577,None,Normal,Non-Perishable,High
Port Justinside,Yorkshire,47305,336679,6,High,Canned Goods,865,None,Normal,Non-Perishable,Standard
Charlesborough,Carrollville,86050,369858,1,Low,Dry Goods,1000,None,Normal,Non-Perishable,Medium
West Samuel,New Jeffreyhaven,37032,297487,2,Low,Canned Goods,1000,None,Normal,Non-Perishable,Medium
Lisachester,Annstad,42518,564092,2,Medium,Fresh Produce,1000,None,BackToSchool,Perishable,Standard
South Nicholasview,Huffmanchester,99267,685914,5,Medium,Meat/Poultry,1000,None,BackToSchool,Perishable,Standard
Smithshire,Port Laurachester,37098,427859,3,High,Meat/Poultry,1000,None,Summer,Perishable,Standard
Belindafort,Nicoleshire,81087,570541,1,High,Canned Goods,914,Economic,BackToSchool,Non-Perishable,Standard
Weaverburgh,Burtonport,78309,821534,5,Low,Fresh Produce,1000,None,Normal,Perishable,High
Port Michael,Brendachester,95515,883196,1,Medium,Dry Goods,871,None,Normal,Non-Perishable,Standard
Andersonfurt,Ballardbury,56447,898392,1,Medium,Canned Goods,1000,Health,Holiday,Non-Perishable,Standard
South Robyn,Kristenland,42113,714701,3,High,Canned Goods,688,None,Normal,Non-Perishable,Standard
Lake Christine,Michaelfort,54828,315146,3,Low,Canned Goods,1000,None,Normal,Non-Perishable,Medium
East Jennifer,Danielleberg,21848,570960,3,Medium,Dry Goods,1000,None,Normal,Non-Perishable,Standard
Jacksonchester,Thomasville,38249,494426,3,High,Canned Goods,1000,None,Summer,Non-Perishable,Standard
Mendezmouth,Tracymouth,42658,484034,4,Low,Canned Goods,1000,None,Normal,Non-Perishable,High
Chavezton,Careyport,58415,745143,2,Low,Dry Goods,1000,Health,Normal,Non-Perishable,Medium
Carlland,Amberside,89642,432130,1,High,Meat/Poultry,1000,None,Normal,Perishable,Standard
New Jessicamouth,Jenniferton,29650,459601,3,Medium,Fresh Produce,1000,None,Normal,Perishable,Standard
Jonesfurt,Smithton,22232,447296,2,Medium,Canned Goods,1000,Economic,Normal,Non-Perishable,Standard
Port Andrewmouth,South Catherineville,41943,857342,5,Low,Dry Goods,1000,None,Normal,Non-Perishable,High
West Christopher,Lisafort,09193,751057,3,Medium,Fresh Produce,1000,None,Normal,Perishable,Standard
Schultzmouth,Brianton,83480,952280,1,High,Meat/Poultry,1000,None,Normal,Perishable,Standard
Port Susan,North Jamie,09492,627577,5,High,Fresh Produce,1000,Economic,Summer,Perishable,Standard
Williamsstad,Carpenterbury,16176,921620,5,Low,Fresh Produce,1000,None,Holiday,Perishable,High
Randallfurt,East Elizabethmouth,76825,256032,4,Medium,Canned Goods,1000,None,Holiday,Non-Perishable,Standard
New Jennifer,Davidville,04173,701855,2,Medium,Dry Goods,1000,None,Holiday,Non-Perishable,Standard
North Donnastad,East Joshua,70324,434766,5,High,Canned Goods,1000,None,Holiday,Non-Perishable,Standard
Davenportstad,Lake Marioberg,20747,606323,2,Low,Canned Goods,1000,None,Normal,Non-Perishable,Medium
South Evan,West Anthony,15032,446330,3,Low,Canned Goods,1000,None,Normal,Non-Perishable,Medium
East Maria,New Kenneth,09898,949438,2,High,Fresh Produce,1000,Economic,BackToSchool,Perishable,Standard
Martinezmouth,West Benjamin,23569,987244,6,Medium,Fresh Produce,622,Weather,Summer,Perishable,Standard
East Zacharyberg,Jacquelineberg,15374,884772,6,Low,Fresh Produce,1000,None,Normal,Perishable,High
Jimenezburgh,Chelseachester,21358,663727,1,Low,Canned Goods,1000,None,Summer,Non-Perishable,Medium
Brettport,Christophermouth,69580,204238,1,Low,Meat/Poultry,246,None,BackToSchool,Perishable,Medium
New Sandra,Jamesport,79444,421200,5,Medium,Meat/Poultry,1000,None,Normal,Perishable,Standard
East Virginiaborough,Port Carriemouth,67668,976639,4,Low,Canned Goods,1000,None,Normal,Non-Perishable,High
Edgartown,Angelaton,49563,706810,1,Low,Fresh Produce,482,None,BackToSchool,Perishable,Medium
Hillmouth,North Lindaview,02011,393432,1,Medium,Dairy,1000,Health,Normal,Perishable,Standard
Jordanborough,Richardport,16418,201097,1,Low,Dry Goods,456,None,Normal,Non-Perishable,Medium
Port Christophermouth,West April,13936,567612,2,Medium,Dairy,1000,None,Normal,Perishable,Standard
West Kayleemouth,Brandonville,12491,281764,1,Low,Dry Goods,806,None,Holiday,Non-Perishable,Medium
Johnsonmouth,Nathanieltown,84758,269658,3,High,Dry Goods,1000,None,Normal,Non-Perishable,Standard
Madisonfort,Erinbury,45144,378140,5,High,Canned Goods,1000,None,Normal,Non-Perishable,Standard
Evanschester,Parsonsmouth,15132,277188,5,Low,Fresh Produce,1000,None,Normal,Perishable,High
North Bradton,New Sharonville,80900,316563,3,High,Canned Goods,1000,Health,Holiday,Non-Perishable,Standard
South Stacyfurt,East William,17412,966373,4,Low,Dry Goods,1000,Economic,Normal,Non-Perishable,High
Foxhaven,Williamsville,30607,474200,6,High,Dry Goods,1000,Weather,Normal,Non-Perishable,Standard
Martinbury,Port Stephen,57121,221689,2,Low,Dry Goods,1000,None,Holiday,Non-Perishable,Medium
Lake Joshuaberg,Margaretfort,35687,301611,4,Low,Dry Goods,1000,None,Summer,Non-Perishable,High
New Karen,East Jennifer,88155,580057,3,Low,Dry Goods,218,None,Normal,Non-Perishable,Medium
Alexandriabury,Chenland,81468,476772,5,Medium,Canned Goods,1000,None,Normal,Non-Perishable,Standard
Lisaland,East Jason,62247,858839,5,Low,Dry Goods,1000,None,Normal,Non-Perishable,High
Johnsonmouth,Port James,82294,868269,1,Low,Meat/Poultry,1000,None,Summer,Perishable,Medium
South Nicolemouth,Cameronshire,17758,531120,5,Medium,Canned Goods,1000,None,Normal,Non-Perishable,Standard
West Juliastad,Thomasmouth,93491,795629,2,Low,Dairy,1000,None,Summer,Perishable,Medium
Port Joannland,Cobbside,20221,578499,2,Medium,Canned Goods,1000,Weather,Normal,Non-Perishable,Standard
Lake Teresa,West Kathleen,22622,549453,3,Low,Fresh Produce,1000,None,Normal,Perishable,Medium
Avilashire,Savannahland,39920,975318,1,High,Fresh Produce,153,None,Normal,Perishable,Standard
West Ravenberg,Port Karen,07579,745700,6,High,Dry Goods,1000,Weather,Normal,Non-Perishable,Standard
Lauraland,Melissaside,70675,926476,4,Low,Dry Goods,1000,None,Normal,Non-Perishable,High
Cruzhaven,Taylorville,17527,774764,6,Medium,Dairy,1000,Economic,Summer,Perishable,Standard
Finleymouth,East Patrickside,74817,858574,4,Medium,Dairy,1000,None,Normal,Perishable,Standard
Coleberg,East Shawnport,50490,946007,6,Low,Dry Goods,1000,Weather,Normal,Non-Perishable,High
Melissamouth,Annaberg,32276,752861,5,Medium,Canned Goods,1000,Weather,Normal,Non-Perishable,Standard
Michelleland,Ashleyburgh,63421,356498,4,Medium,Fresh Produce,1000,Health,Holiday,Perishable,Standard
New Jasmine,Lake Samantha,27668,522017,4,High,Fresh Produce,1000,None,Normal,Perishable,Standard
Port Patricia,North Clarence,20118,634607,5,High,Dry Goods,1000,None,Holiday,Non-Perishable,Standard
East Monica,North Sandrastad,51092,212187,2,Medium,Meat/Poultry,139,None,Normal,Perishable,Standard
Lake Katherineberg,Patrickland,76912,443678,1,Low,Canned Goods,1000,Economic,Normal,Non-Perishable,Medium
New John,Lake Matthew,24135,676804,6,High,Fresh Produce,1000,None,Normal,Perishable,Standard
East Luis,Lake Laurafurt,12055,315048,2,High,Meat/Poultry,1000,None,Normal,Perishable,Standard
Ryanberg,West Lindaburgh,29956,761931,2,Low,Dry Goods,448,Weather,Normal,Non-Perishable,Medium
Lesliefurt,Shannonmouth,91423,398455,5,Medium,Dry Goods,1000,None,Normal,Non-Perishable,Standard
North Juliamouth,Patriciamouth,37717,576399,2,Medium,Fresh Produce,1000,None,Normal,Perishable,Standard
Brandonstad,North Victoriamouth,51942,747848,5,Low,Dry Goods,1000,None,Normal,Non-Perishable,High
Wandaview,Lake Juan,08725,288817,5,Low,Dry Goods,882,None,Normal,Non-Perishable,High
Rushmouth,Mccormickstad,64242,953568,2,High,Canned Goods,282,Weather,BackToSchool,Non-Perishable,Standard
South Kimberly,Johnsonmouth,78747,893950,5,Low,Dry Goods,1000,None,Summer,Non-Perishable,High
Leachhaven,Lake Jennifer,41543,750497,4,Low,Fresh Produce,1000,None,Normal,Perishable,High
Port Johnview,Tylerberg,37765,356852,6,Medium,Meat/Poultry,1000,None,Normal,Perishable,Standard
Melissamouth,Harrisside,16345,658583,4,Medium,Canned Goods,1000,None,Normal,Non-Perishable,Standard
East Hailey,South Amandaside,47028,335581,5,Medium,Canned Goods,1000,None,Normal,Non-Perishable,Standard
North Russellberg,South Katherine,30890,855568,4,High,Fresh Produce,1000,Weather,Normal,Perishable,Standard
Jessechester,South Christopherhaven,40220,796794,2,High,Canned Goods,1000,None,Summer,Non-Perishable,Standard
North Kimberlyside,Lake Crystal,17865,492894,1,Low,Dry Goods,1000,Weather,Normal,Non-Perishable,Medium
Normanchester,Gregorystad,92012,334772,1,Low,Canned Goods,1000,Weather,Summer,Non-Perishable,Medium
Sarahberg,Samanthastad,72359,643241,3,Low,Dry Goods,1000,None,Normal,Non-Perishable,Medium
Hallborough,Kaitlinshire,23556,913435,3,Low,Canned Goods,1000,None,Normal,Non-Perishable,Medium
Lake Ann,Robynmouth,60300,248168,5,Low,Dry Goods,1000,None,Normal,Non-Perishable,High
Danielleside,Lake Angela,58765,859621,1,Low,Meat/Poultry,1000,Economic,BackToSchool,Perishable,Medium
South Jessica,Hectorburgh,82739,413826,4,High,Meat/Poultry,1000,None,Holiday,Perishable,Standard
South Hannah,East Sherri,63767,485122,2,High,Dry Goods,386,None,Holiday,Non-Perishable,Standard
Foleystad,New Alison,56656,685647,4,Low,Meat/Poultry,1000,None,Summer,Perishable,High
South Greg,Smithborough,10041,514268,5,Medium,Meat/Poultry,1000,None,Normal,Perishable,Standard
Johnsonland,East Dwayne,33193,958013,2,Medium,Dairy,1000,None,Holiday,Perishable,Standard
New Alexis,Millerhaven,21520,496486,6,High,Dry Goods,1000,Weather,Normal,Non-Perishable,Standard
Longstad,Lisaport,02203,388366,5,Low,Fresh Produce,1000,None,Normal,Perishable,High
North Kenneth,Colemanton,10932,985516,2,High,Fresh Produce,1000,Health,Normal,Perishable,Standard
Fletchertown,Lake Jessicabury,87990,665355,2,High,Dairy,1000,Health,Summer,Perishable,Standard
Carterstad,Lake Jenniferport,10493,806619,5,Low,Canned Goods,1000,None,Holiday,Non-Perishable,High
Monicastad,South Theresa,68692,259306,3,High,Dry Goods,480,None,Normal,Non-Perishable,Standard
Langport,Timothychester,81477,206906,5,High,Fresh Produce,1000,None,Holiday,Perishable,Standard
Trevormouth,Collierville,49644,681310,5,Low,Fresh Produce,1000,None,Normal,Perishable,High
West Maureenburgh,Meyerchester,38254,971269,1,Low,Canned Goods,1000,None,Holiday,Non-Perishable,Medium
East Michelleland,West Gregory,16591,367665,6,Low,Meat/Poultry,1000,None,Normal,Perishable,High
Russellstad,East Megan,32782,516955,1,Medium,Canned Goods,1000,None,Normal,Non-Perishable,Standard
Zacharytown,Robertburgh,24113,692078,2,Low,Dry Goods,1000,None,Normal,Non-Perishable,Medium
Bowenport,Jessicamouth,19141,527744,3,Medium,Dry Goods,1000,Economic,BackToSchool,Non-Perishable,Standard
South John,Aprilton,91745,500109,3,Medium,Dairy,1000,None,Normal,Perishable,Standard
